id,image_url,category_id
1,https://drive.google.com/file/d/1j_hZSiPoaBbZTV_8am2BfSMYUpUfnYF7/view?usp=sharing,1
2,https://drive.google.com/file/d/1BAtjShT-8heypV6Qjm4hDCdv2NxE4ygn/view?usp=sharing,2
3,https://drive.google.com/file/d/1dZngXP2_tH0h7zQ7K46ixEOopJjHRKza/view?usp=sharing,3
4,https://drive.google.com/file/d/1DvYkOejHM_D-F34u7kxfJ0ldLofY03kN/view?usp=sharing,4
5,https://drive.google.com/file/d/192R8fW2fvCOFVu_8_NAOny52ZpHBtomb/view?usp=sharing,5
